Lifetime,Broken,Temperature,Voltage,Current,Humidity,Vibration - X,Vibration  Y,Vibration  Z,Machine Name,Machine ID,Failure Model,Responsible Failure Cause
60,1,30,230,1,34,0.412,1.12,8.729,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
93,1,30,230,1,28,0.431,0.133,9.145,CNC Turning -2,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
88,1,30,230,1,30,0.408,1.194,9.125,CNC Turning -2,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
86,1,29,229,1,28,0.392,1.104,9.145,CNC Turning -2,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
62,0,29,229,1,28,0.427,1.578,9.133,CNC Turning -2,20210045,Healthy State,NA
92,1,29,229,1.6,28,0.384,1.194,9.145,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
65,0,30,230,1.5,28,0.488,1.127,9.145,CNC Turning -1,20210045,Healthy State,NA
88,1,29,229,1.5,28,0.42,1.135,9.109,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
81,1,29,229,1.5,30,0.431,1.194,9.125,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
22,0,29,229,1.5,28,0.332,1.504,9.141,CNC Turning -1,20210045,Healthy State,NA
45,0,28,228,1.5,29,0.48,1.494,9.117,CNC Turning -1,20210045,Healthy State,NA
59,0,29,229,1.5,28,0.431,1.147,9.133,CNC Turning -1,20210045,Healthy State,NA
35,0,29,229,1.5,34,0.488,1.127,9.141,CNC Turning -1,20210045,Healthy State,NA
18,1,29,229,1.5,28,0.447,1.802,9.133,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
38,1,28,228,1.6,34,0.336,1.121,8.729,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
81,1,28,228,1.6,29,0.404,1.104,9.137,CNC Turning -2,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
92,1,29,229,1.6,34,0.373,1.182,9.125,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
80,0,28,228,1.6,29,0.373,1.163,9.121,CNC Turning -2,20210045,Healthy State,NA
61,0,28,228,1.6,33,0.412,1.504,9.133,CNC Turning -1,20210046,Healthy State,NA
4,0,28,228,1.6,29,0.377,1.282,9.137,CNC Turning -2,20210045,Healthy State,NA
48,1,27,227,1.6,29,0.373,1.97,9.121,CNC Turning -1,20210046,Vibration Model,Y vibration is higher than Rated Y vibration
63,0,28,228,1.6,29,0.408,1.131,9.125,CNC Turning -2,20210045,Healthy State,NA
31,0,27,227,1.6,29,0.488,1.29,10.108,CNC Turning -1,20210045,Healthy State,NA
65,0,27,227,1.6,29,0.469,1.355,9.125,CNC Turning -2,20210046,Healthy State,NA
65,0,28,228,1.6,29,0.416,1.243,9.125,CNC Turning -1,20210046,Healthy State,NA
93,1,27,227,1.6,29,0.388,1.198,9.156,CNC Turning -2,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
81,1,29,229,1.6,28,0.357,1.143,9.125,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
65,0,29,229,1.6,28,0.431,1.159,9.125,CNC Turning -2,20210046,Healthy State,NA
13,0,29,229,1.6,28,0.48,1.166,9.156,CNC Turning -2,20210045,Healthy State,NA
35,1,29,229,1.6,30,0.377,1.494,8.713,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
92,1,29,229,1,31,0.423,1.112,9.137,CNC Turning -2,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
65,0,29,229,1.6,28,0.484,1.235,10.105,CNC Turning -1,20210046,Healthy State,NA
85,1,29,229,1,34,0.338,0.102,9.105,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
73,1,29,229,1,28,0.423,1.498,8.713,CNC Turning -2,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
54,0,29,229,1,34,0.484,1.239,10.101,CNC Turning -2,20210045,Healthy State,NA
56,1,29,229,1,28,0.427,1.802,9.117,CNC Turning -2,20210046,Vibration Model,Y vibration is higher than Rated Y vibration
61,0,29,229,1,31,0.404,1.586,9.137,CNC Turning -2,20210045,Healthy State,NA
12,0,27,227,1,29,0.488,1.147,9.121,CNC Turning -2,20210046,Healthy State,NA
26,0,28,228,1,29,0.48,1.282,9.121,CNC Turning -2,20210045,Healthy State,NA
60,0,28,228,1,29,0.404,1.29,9.133,CNC Turning -1,20210046,Healthy State,NA
65,0,27,227,2,35,0.469,1.125,9.145,CNC Turning -1,20210046,Healthy State,NA
18,0,27,227,1,32,0.336,1.586,9.141,CNC Turning -1,20210046,Healthy State,NA
35,1,26,226,1,41,0.404,0.908,9.129,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
60,0,27,227,1,31,0.337,1.145,9.156,CNC Turning -1,20210046,Healthy State,NA
49,0,27,227,1,32,0.408,1.159,9.125,CNC Turning -1,20210045,Healthy State,NA
85,1,27,227,1,29,0.412,1.108,9.121,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
30,0,27,227,1,29,0.423,1.125,9.156,CNC Turning -1,20210045,Healthy State,NA
81,1,26,226,1,30,0.408,1.182,9.121,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
66,1,27,227,1.6,29,0.373,0.908,9.117,CNC Turning -2,20210046,Vibration Model,Y vibration is lower than Rated Y vibration
83,1,27,227,1.5,29,0.377,1.182,9.121,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
14,0,27,227,1.5,35,0.484,1.29,9.137,CNC Turning -2,20210046,Healthy State,NA
80,0,27,227,1.5,29,0.488,1.127,9.145,CNC Turning -1,20210045,Healthy State,NA
79,0,27,227,1.5,35,0.48,1.235,9.121,CNC Turning -2,20210045,Healthy State,NA
79,0,27,227,1.5,29,0.435,1.498,9.125,CNC Turning -1,20210045,Healthy State,NA
7,1,27,227,1.5,35,0.332,0.908,9.141,CNC Turning -2,20210046,Vibration Model,Y vibration is lower than Rated Y vibration
80,0,27,227,1.5,29,0.484,1.494,9.121,CNC Turning -1,20210045,Healthy State,NA
44,0,27,227,1.5,35,0.427,1.166,9.125,CNC Turning -2,20210045,Healthy State,NA
46,0,27,227,1.6,29,0.332,1.123,9.145,CNC Turning -1,20210045,Healthy State,NA
85,1,27,227,1.6,29,0.451,1.178,9.133,CNC Turning -2,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
81,1,27,227,1.6,29,0.377,0.113,9.145,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
5,0,27,227,1.6,29,0.488,1.243,9.137,CNC Turning -2,20210045,Healthy State,NA
51,0,27,227,1.6,29,0.431,1.282,9.125,CNC Turning -2,20210046,Healthy State,NA
51,0,25,225,1.6,30,0.377,1.127,9.137,CNC Turning -2,20210045,Healthy State,NA
80,1,26,226,1.6,30,0.469,0.905,9.145,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
4,1,26,226,1.6,32,0.469,1.97,9.121,CNC Turning -1,20210046,Vibration Model,Y vibration is higher than Rated Y vibration
55,1,26,226,1.6,36,0.412,1.123,8.729,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
66,1,26,226,1.6,30,0.461,1.504,8.729,CNC Turning -2,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
9,0,26,226,1.6,36,0.469,1.166,9.125,CNC Turning -2,20210045,Healthy State,NA
76,0,26,226,1.6,30,0.427,1.239,9.125,CNC Turning -2,20210045,Healthy State,NA
65,1,26,226,1.6,36,0.461,0.905,9.148,CNC Turning -2,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
71,0,26,226,1.6,30,0.377,1.131,9.125,CNC Turning -2,20210045,Healthy State,NA
85,1,26,226,1.6,36,0.423,1.159,9.113,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
21,0,26,226,1,30,0.48,1.578,9.148,CNC Turning -1,20210045,Healthy State,NA
45,0,26,226,1.6,30,0.48,1.586,9.121,CNC Turning -1,20210045,Healthy State,NA
74,0,26,226,1,30,0.412,1.355,9.125,CNC Turning -1,20210045,Healthy State,NA
78,0,26,226,1,30,0.488,1.151,9.16,CNC Turning -1,20210045,Healthy State,NA
63,1,77,76,1,39.2,0.996,1.131,9.133,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
62,1,47.2,135.6,1.6,39.2,0.988,1.104,9.137,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
63,1,45.3,139.4,1.6,39.2,1.039,0.109,9.117,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
60,1,44,142,1,39.2,1.008,1.12,9.129,CNC Turning -1,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
72,1,41,145,1.6,29,0.969,1.151,9.133,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
62,1,37.8,148.4,1.6,31,0.973,1.178,9.121,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,40,149,2,28,1.008,1.108,9.133,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,38,149,1.6,30,1,0.121,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,36.8,149.4,1,34,1.023,1.104,9.133,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,38,151,1.5,30,1,1.139,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
77,1,38,152,1,29,0.992,1.131,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
77,1,35.9,152.2,1.5,34,0.988,1.159,9.145,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,35.7,152.6,1.6,38,0.98,1.182,9.152,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,35.5,153,1.6,37,1.016,1.112,9.133,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,35.3,153.4,1.6,32,1,0.141,9.117,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
71,1,35.7,153.6,1,33,1.023,1.178,9.121,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
76,1,37.3,154.4,1,39.2,0.992,1.104,9.145,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
62,1,37.3,154.4,1.6,39.2,0.984,1.194,9.145,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
77,1,37.3,154.4,1.5,39.2,1.02,1.135,9.109,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
71,1,37.3,154.4,1.5,30,1.031,1.194,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
62,1,37.3,154.4,1.6,34,0.973,1.182,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
71,1,37.3,154.4,1.6,39.2,0.957,1.143,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,37.3,154.4,1.6,39.2,1.031,1.159,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,37.3,154.4,1.6,39.2,0.984,1.135,9.145,CNC Turning -1,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
75,1,37.3,154.4,1,34,0.938,0.102,9.105,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
63,1,35.2,154.6,1.6,30,0.996,0.125,9.152,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
62,1,35.5,155,1,30,1.047,1.116,9.113,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
60,1,45,155,1.6,20,1.016,1.131,9.129,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
63,1,44,156,1.6,21,1.008,1.112,9.121,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,37.5,156,1.6,36.2,0.977,1.135,9.145,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,38,156,1.6,36.2,0.984,1.17,9.16,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
72,1,36.3,156.4,1.6,28,0.996,1.19,9.152,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,36.1,156.8,1.6,28,1.012,1.143,9.129,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
74,1,36,157,1.6,28,0.984,0.113,9.148,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
63,1,43,157,1,21,1.02,1.143,9.129,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,36.23,157.54,1,34,1.004,1.194,9.133,CNC Turning -1,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
74,1,36.23,157.54,1,39.2,0.992,1.139,9.129,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
75,1,36.23,157.54,1,39.2,1,0.109,9.125,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
77,1,36.23,157.54,1,30,1.008,1.194,9.125,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
71,1,36,158,1.5,28,1.004,1.143,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
71,1,35.2,158.6,1.6,29,0.973,1.159,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
62,1,41,159,1.5,22,1.012,1.143,9.125,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
63,1,38.4,159.2,1.6,25,0.996,1.104,9.145,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
72,1,39.1,159.8,1.6,24,0.98,1.182,9.121,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
71,1,39.2,160.8,1.6,29,1.004,1.104,9.137,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,39.2,160.8,1.6,29,0.973,1.163,9.121,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
60,1,39.2,160.8,1,29,1.004,1.19,9.133,CNC Turning -1,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
76,1,39,161,1.6,23,1.016,1.116,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,38.2,161.8,1.6,30,0.969,0.105,9.145,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
74,1,38.2,161.8,1,30,1.012,1.155,9.125,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,38,162,1,24,1,1.108,9.129,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,38,162,1.5,27,1.027,1.135,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
77,1,37,163,1,27,0.988,1.147,9.137,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,36.2,163.8,2,35,0.969,0.125,9.145,CNC Turning -1,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
60,1,36.2,163.8,1,31,0.957,0.145,9.156,CNC Turning -1,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,36.2,163.8,1.5,29,0.988,1.123,9.145,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
79,1,36.2,163.8,1.5,35,0.98,1.135,9.121,CNC Turning -2,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,8.6,206.8,1,31,0.992,1.116,9.137,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
77,1,8,208,1,32,1.031,0.117,9.121,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
80,1,9.9,208.2,1,35,1.012,0.102,9.129,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,7.4,208.2,1,38,0.957,0.152,9.156,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
74,1,9.4,209.2,1,30,1.004,0.145,9.121,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
62,1,6.7,211.6,1.5,30,1.027,1.174,9.125,CNC Turning -2,20210046,Electrical Model,Motor Volatage below the Motor Rated Voltage 
62,1,5.8,213.4,1.5,30,0.988,1.108,9.141,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
65,1,4.8,214.4,1.6,31,0.973,1.139,9.121,CNC Turning -1,20210045,Electrical Model,Motor Volatage below the Motor Rated Voltage 
46,1,23,223,1.6,31,0.484,0.908,9.125,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
33,0,23,223,1,34,0.404,1.574,9.137,CNC Turning -1,20210045,Healthy State,NA
80,0,23,223,1,32,0.336,1.131,9.141,CNC Turning -2,20210046,Healthy State,NA
41,1,23,223,1,34,0.336,1.586,8.729,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
43,0,23,223,1,32,0.404,1.163,9.121,CNC Turning -1,20210045,Healthy State,NA
55,0,23,223,1.5,33,0.412,1.163,9.125,CNC Turning -1,20210045,Healthy State,NA
53,1,24,224,1.6,34,0.469,1.802,9.105,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
5,0,24,224,1.6,37,0.373,1.243,9.117,CNC Turning -1,20210045,Healthy State,NA
41,0,24,224,1.6,34,0.404,1.145,9.125,CNC Turning -1,20210045,Healthy State,NA
12,1,24,224,1.6,35,0.373,1.237,10.206,CNC Turning -2,20210046,Vibration Model,Z vibration is Higher than Rated Z vibration
63,1,24,224,1.6,32,0.461,1.586,8.713,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
77,1,24,224,1.6,31,0.404,1.235,8.729,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
62,0,24,224,1.6,33,0.427,1.166,9.121,CNC Turning -2,20210046,Healthy State,NA
52,0,24,224,1,31,0.332,1.163,9.145,CNC Turning -1,20210045,Healthy State,NA
19,1,28,228,0.8,29,0.48,1.494,9.117,CNC Turning -1,20210045,Electrical Model,Motor Current below the Motor Rated Voltage 
1,1,26,226,2.1,30,0.488,1.123,9.137,CNC Turning -2,20210045,Electrical Model,Motor Current Above the Motor Rated Voltage 
58,0,24,224,1,32,0.48,1.159,9.125,CNC Turning -2,20210046,Healthy State,NA
55,0,24,224,1,32,0.373,1.352,9.152,CNC Turning -1,20210045,Healthy State,NA
13,0,24,224,1,32,0.412,1.127,9.137,CNC Turning -2,20210046,Healthy State,NA
34,0,24,224,1,45,0.465,1.133,9.148,CNC Turning -2,20210046,Healthy State,NA
17,0,24,224,1.5,35,0.377,1.163,9.121,CNC Turning -1,20210045,Healthy State,NA
93,1,2.8,224.4,1.6,29,0.42,1.151,9.125,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
92,1,1,225,1.6,33,0.412,1.104,9.125,CNC Turning -2,20210046,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
16,0,25,225,1,36,0.427,1.131,9.133,CNC Turning -1,20210045,Healthy State,NA
28,1,25,225,1,36,0.336,0.909,9.133,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
49,0,25,225,1,36,0.373,1.133,9.148,CNC Turning -2,20210046,Healthy State,NA
39,1,25,225,1,30,0.488,1.355,8.729,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
18,1,25,225,1,36,0.42,0.908,9.129,CNC Turning -2,20210046,Vibration Model,Y vibration is lower than Rated Y vibration
80,0,25,225,1,36,0.404,1.148,9.121,CNC Turning -1,20210045,Healthy State,NA
19,0,25,225,1.5,30,0.431,1.282,9.121,CNC Turning -2,20210046,Healthy State,NA
58,1,25,225,1.5,36,0.484,1.243,10.202,CNC Turning -2,20210046,Vibration Model,Z vibration is Higher than Rated Z vibration
76,0,25,225,1.5,30,0.373,1.578,9.125,CNC Turning -2,20210046,Healthy State,NA
52,0,25,225,1.5,30,0.48,1.494,9.125,CNC Turning -1,20210045,Healthy State,NA
29,1,25,225,1.5,30,0.427,0.905,9.121,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
8,0,25,225,1.6,30,0.423,1.29,9.125,CNC Turning -1,20210045,Healthy State,NA
40,0,25,225,1.6,31,0.48,1.12,9.117,CNC Turning -1,20210045,Healthy State,NA
3,0,25,225,1.5,31,0.488,1.151,9.156,CNC Turning -1,20210045,Healthy State,NA
51,0,25,225,1.6,30,0.377,1.127,9.137,CNC Turning -2,20210045,Healthy State,NA
12,1,26,226,1.6,32,0.337,1.147,8.713,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
3,0,26,226,1.6,30,0.332,1.235,9.137,CNC Turning -1,20210045,Healthy State,NA
7,0,26,226,1.6,30,0.332,1.494,9.156,CNC Turning -1,20210045,Healthy State,NA
47,1,26,226,1.6,30,0.469,1.586,8.729,CNC Turning -1,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
39,0,26,226,1.6,36,0.484,1.282,10.108,CNC Turning -1,20210045,Healthy State,NA
48,1,26,226,1.6,30,0.431,1.802,9.121,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
57,0,26,226,1,31,0.336,1.145,9.145,CNC Turning -1,20210045,Healthy State,NA
68,0,26,226,1.6,36,0.373,1.29,9.125,CNC Turning -2,20210046,Healthy State,NA
18,0,26,226,1,30,0.461,1.123,9.133,CNC Turning -1,20210045,Healthy State,NA
1,0,26,226,1,30,0.488,1.123,9.137,CNC Turning -2,20210046,Healthy State,NA
65,0,26,226,1,32,0.465,1.352,9.148,CNC Turning -2,20210046,Healthy State,NA
4,1,26,226,1,30,0.332,0.908,9.129,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
24,0,26,226,1,30,0.336,1.151,9.121,CNC Turning -2,20210046,Healthy State,NA
88,1,26,226,2,30,0.377,1.19,9.145,CNC Turning -2,20210046,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
65,1,1,226,1.6,30,0.996,1.131,9.137,CNC Turning -2,20210046,Thermal Model,Temperature Inside the Motor is Less than (stator Temp/ Rotor Temp)  Motor Rated Temp with respective humidity
35,1,26,226,1,41,0.404,0.908,9.129,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
4,1,26,226,1.6,32,0.469,1.97,9.121,CNC Turning -1,20210046,Vibration Model,Y vibration is higher than Rated Y vibration
55,1,26,226,1.6,36,0.412,1.123,8.729,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
66,1,26,226,1.6,30,0.461,1.504,8.729,CNC Turning -2,20210045,Vibration Model,Z vibration is lower than Rated Z vibration
9,0,26,226,1.6,36,0.469,1.166,9.125,CNC Turning -2,20210045,Healthy State,NA
76,0,26,226,1.6,30,0.427,1.239,9.125,CNC Turning -2,20210045,Healthy State,NA
65,1,26,226,1.6,36,0.461,0.905,9.148,CNC Turning -2,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
71,0,26,226,1.6,30,0.377,1.131,9.125,CNC Turning -2,20210045,Healthy State,NA
85,1,26,226,1.6,36,0.423,1.159,9.113,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
21,0,26,226,1,30,0.48,1.578,9.148,CNC Turning -1,20210045,Healthy State,NA
45,0,26,226,1.6,30,0.48,1.586,9.121,CNC Turning -1,20210045,Healthy State,NA
78,0,26,226,1,30,0.488,1.151,9.16,CNC Turning -1,20210045,Healthy State,NA
84,1,27,227,1.5,32,0.38,1.112,9.137,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
13,0,27,227,1.5,29,0.377,1.29,9.125,CNC Turning -2,20210046,Healthy State,NA
12,1,27,227,1.5,30,0.423,0.909,9.109,CNC Turning -1,20210045,Vibration Model,Y vibration is lower than Rated Y vibration
26,0,27,227,1.5,29,0.404,1.504,9.133,CNC Turning -2,20210046,Healthy State,NA
43,0,27,227,1.5,41,0.336,1.578,9.133,CNC Turning -1,20210045,Healthy State,NA
34,0,27,227,1.6,29,0.408,1.12,9.121,CNC Turning -2,20210046,Healthy State,NA
20,0,27,227,1.6,29,0.416,1.123,9.121,CNC Turning -1,20210045,Healthy State,NA
16,0,27,227,1.6,32,0.488,1.121,9.156,CNC Turning -1,20210045,Healthy State,NA
81,1,27,227,1.5,29,0.377,1.194,9.109,CNC Turning -2,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
48,1,27,227,1.6,29,0.373,1.97,9.121,CNC Turning -1,20210046,Vibration Model,Y vibration is higher than Rated Y vibration
31,0,27,227,1.6,29,0.488,1.29,10.108,CNC Turning -1,20210045,Healthy State,NA
12,0,27,227,1,29,0.488,1.147,9.121,CNC Turning -2,20210046,Healthy State,NA
18,0,27,227,1,32,0.336,1.586,9.141,CNC Turning -1,20210046,Healthy State,NA
49,0,27,227,1,32,0.408,1.159,9.125,CNC Turning -1,20210045,Healthy State,NA
30,0,27,227,1,29,0.423,1.125,9.156,CNC Turning -1,20210045,Healthy State,NA
83,1,27,227,1.5,29,0.377,1.182,9.121,CNC Turning -1,20210045,Lifetime Model,Exceeded Motor Running Hours as respective Manufacture Rated Lifespan of that motor
14,0,27,227,1.5,35,0.484,1.29,9.137,CNC Turning -2,20210046,Healthy State,NA
7,1,27,227,1.5,35,0.332,0.908,9.141,CNC Turning -2,20210046,Vibration Model,Y vibration is lower than Rated Y vibration
80,0,27,227,1.5,29,0.484,1.494,9.121,CNC Turning -1,20210045,Healthy State,NA
44,0,27,227,1.5,35,0.427,1.166,9.125,CNC Turning -2,20210045,Healthy State,NA
46,0,27,227,1.6,29,0.332,1.123,9.145,CNC Turning -1,20210045,Healthy State,NA
5,0,27,227,1.6,29,0.488,1.243,9.137,CNC Turning -2,20210045,Healthy State,NA
51,0,27,227,1.6,29,0.431,1.282,9.125,CNC Turning -2,20210046,Healthy State,NA
26,1,28,228,1,29,0.465,1.156,8.713,CNC Turning -2,20210046,Vibration Model,Z vibration is lower than Rated Z vibration
53,1,28,228,1,29,0.431,1.802,9.145,CNC Turning -1,20210045,Vibration Model,Y vibration is higher than Rated Y vibration
